"","FC.199A1in2_concatenated","FC.113A1in2_concatenated","FC.186A1in2_concatenated","FC.143A_concatenated","FC.172A1in2_concatenated","FC.177A1in2_concatenated","FC.112A1in2_concatenated","FC.161A1in2_concatenated","FC.162A_concatenated","FC.122A1in2_concatenated","FC.195A1in2_concatenated","FC.195A_concatenated","FC.134A_concatenated","FC.181A1in2_concatenated","FC.123A_concatenated","FC.133A_concatenated","FC.134A1in2_concatenated","FC.172A_concatenated","FC.181A_concatenated","FC.186A_concatenated","FC.123A1in2_concatenated","FC.162A1in2_concatenated","FC.142A1in2_concatenated","FC.143A1in2_concatenated","FC.161A_concatenated","FC.113A_concatenated","FC.177A_concatenated","FC.122A_concatenated","FC.133A1in2_concatenated","FC.199A_concatenated","FC.142A_concatenated","FC.112A_concatenated"
"SNPconfirmed|RGI|Strict|CMY-102",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.17283950617284,0,0,0,0,0
"SNPconfirmed|RGI|Strict|CMY-103",0,0,0,0,0,4.04858299595142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.3456790123457,0,0,0,0,0
"SNPconfirmed|RGI|Strict|CMY-104",0,0,0,0,0,12.1457489878543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.25925925925926,0,0,0,0,0
"SNPconfirmed|RGI|Strict|CMY-105",0,0,0,0,0,4.04858299595142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.17283950617284,0,0,0,0,0
"SNPconfirmed|RGI|Strict|CMY-108",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.25925925925926,0,0,0,0,0
"SNPconfirmed|RGI|Strict|CMY-110",0,0,0,0,0,4.04858299595142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.25925925925926,0,0,0,0,0
"SNPconfirmed|RGI|Strict|CMY-111",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.3456790123457,0,0,0,0,0
"SNPconfirmed|RGI|Strict|CMY-113",0,0,0,0,0,8.09716599190284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNPconfirmed|RGI|Strict|CMY-114",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.08641975308642,0,0,0,0,0
"SNPconfirmed|RGI|Strict|CMY-115",0,0,0,0,0,4.04858299595142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.6049382716049,0,0,0,0,0
"SNPconfirmed|RGI|Strict|CMY-116",0,0,0,0,0,4.04858299595142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNPconfirmed|RGI|Strict|CMY-117",0,0,0,0,0,28.3400809716599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.8641975308642,0,0,0,0,0
"SNPconfirmed|RGI|Strict|CMY-118",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.08641975308642,0,0,0,0,0
"SNPconfirmed|RGI|Strict|CMY-119",0,0,0,0,0,4.04858299595142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNPconfirmed|RGI|Strict|CMY-12",0,0,0,0,0,12.1457489878543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.5185185185185,0,0,0,0,0
"SNPconfirmed|RGI|Strict|CMY-13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.17283950617284,0,0,0,0,0
"SNPconfirmed|RGI|Strict|CMY-14",0,0,0,0,0,20.2429149797571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.3827160493827,0,0,0,0,0
"SNPconfirmed|RGI|Strict|CMY-17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.08641975308642,0,0,0,0,0
"SNPconfirmed|RGI|Strict|CMY-21",0,0,0,0,0,4.04858299595142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNPconfirmed|RGI|Strict|CMY-23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.17283950617284,0,0,0,0,0
"SNPconfirmed|RGI|Strict|CMY-24",0,0,0,0,0,4.04858299595142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.08641975308642,0,0,0,0,0
"SNPconfirmed|RGI|Strict|CMY-25",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.9506172839506,0,0,0,0,0
"SNPconfirmed|RGI|Strict|CMY-31",0,0,0,0,0,16.1943319838057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.3456790123457,0,0,0,0,0
"SNPconfirmed|RGI|Strict|CMY-32",0,0,0,0,0,4.04858299595142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.3456790123457,0,0,0,0,0
"SNPconfirmed|RGI|Strict|CMY-34",0,0,0,0,0,12.1457489878543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.7777777777778,0,0,0,0,0
"SNPconfirmed|RGI|Strict|CMY-35",0,0,0,0,0,8.09716599190284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.17283950617284,0,0,0,0,0
"SNPconfirmed|RGI|Strict|CMY-36",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.5185185185185,0,0,0,0,0
"SNPconfirmed|RGI|Strict|CMY-4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.3456790123457,0,0,0,0,0
"SNPconfirmed|RGI|Strict|CMY-40",0,0,0,0,0,20.2429149797571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.17283950617284,0,0,0,0,0
"SNPconfirmed|RGI|Strict|CMY-41",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.5185185185185,0,0,0,0,0
"SNPconfirmed|RGI|Strict|CMY-42",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.08641975308642,0,0,0,0,0
"SNPconfirmed|RGI|Strict|CMY-45",0,0,0,0,0,4.04858299595142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNPconfirmed|RGI|Strict|CMY-46",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.4320987654321,0,0,0,0,0
"SNPconfirmed|RGI|Strict|CMY-47",0,0,0,0,0,12.1457489878543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.25925925925926,0,0,0,0,0
"SNPconfirmed|RGI|Strict|CMY-48",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.17283950617284,0,0,0,0,0
"SNPconfirmed|RGI|Strict|CMY-49",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.17283950617284,0,0,0,0,0
"SNPconfirmed|RGI|Strict|CMY-5",0,0,0,0,0,4.04858299595142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNPconfirmed|RGI|Strict|CMY-50",0,0,0,0,0,20.2429149797571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.3456790123457,0,0,0,0,0
"SNPconfirmed|RGI|Strict|CMY-51",0,0,0,0,0,12.1457489878543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.08641975308642,0,0,0,0,0
"SNPconfirmed|RGI|Strict|CMY-56",0,0,0,0,0,8.09716599190284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.17283950617284,0,0,0,0,0
"SNPconfirmed|RGI|Strict|CMY-60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.25925925925926,0,0,0,0,0
"SNPconfirmed|RGI|Strict|CMY-62",0,0,0,0,0,4.04858299595142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.3456790123457,0,0,0,0,0
"SNPconfirmed|RGI|Strict|CMY-65",0,0,0,0,0,8.09716599190284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.2098765432099,0,0,0,0,0
"SNPconfirmed|RGI|Strict|CMY-66",0,0,0,0,0,16.1943319838057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.25925925925926,0,0,0,0,0
"SNPconfirmed|RGI|Strict|CMY-67",0,0,0,0,0,12.1457489878543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.3456790123457,0,0,0,0,0
"SNPconfirmed|RGI|Strict|CMY-68",0,0,0,0,0,8.09716599190284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNPconfirmed|RGI|Strict|CMY-7",0,0,0,0,0,4.04858299595142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.3456790123457,0,0,0,0,0
"SNPconfirmed|RGI|Strict|CMY-70",0,0,0,0,0,4.04858299595142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.08641975308642,0,0,0,0,0
"SNPconfirmed|RGI|Strict|CMY-72",0,0,0,0,0,4.04858299595142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.3456790123457,0,0,0,0,0
"SNPconfirmed|RGI|Strict|CMY-75",0,0,0,0,0,24.2914979757085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNPconfirmed|RGI|Strict|CMY-76",0,0,0,0,0,12.1457489878543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.6913580246914,0,0,0,0,0
"SNPconfirmed|RGI|Strict|CMY-78",0,0,0,0,0,4.04858299595142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNPconfirmed|RGI|Strict|CMY-79",0,0,0,0,0,4.04858299595142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.08641975308642,0,0,0,0,0
"SNPconfirmed|RGI|Strict|CMY-82",0,0,0,0,0,8.09716599190284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNPconfirmed|RGI|Strict|CMY-84",0,0,0,0,0,8.09716599190284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.5185185185185,0,0,0,0,0
"SNPconfirmed|RGI|Strict|CMY-85",0,0,0,0,0,4.04858299595142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNPconfirmed|RGI|Strict|CMY-86",0,0,0,0,0,32.3886639676114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.3456790123457,0,0,0,0,0
"SNPconfirmed|RGI|Strict|CMY-87",0,0,0,0,0,8.09716599190284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.17283950617284,0,0,0,0,0
"SNPconfirmed|RGI|Strict|CMY-93",0,0,0,0,0,4.04858299595142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNPconfirmed|RGI|Strict|CRP",196.72131147541,0,1527.77777777778,35.7142857142858,171.052631578948,165.991902834008,0,1431.03448275862,193.181818181818,122.80701754386,281.250000000001,722.222222222225,57.1428571428573,0,0,0,0,322.580645161292,0,800.000000000001,0,163.636363636364,30.3030303030304,0,1094.5945945946,0,203.703703703704,42.8571428571429,11.3636363636364,268.656716417911,20,0
"SNPconfirmed|RGI|Strict|CTX-M-20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.46268656716418,0,0
"SNPconfirmed|RGI|Strict|CTX-M-76",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.46268656716418,0,0
"SNPconfirmed|RGI|Strict|CTX-M-92",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.9253731343284,0,0
"SNPconfirmed|RGI|Strict|CepS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.764705882353,0,0,0,0,0,0,0,0,0,0,0,0
"SNPconfirmed|RGI|Strict|Enterobacter cloacae acrA",0,0,0,0,0,8.09716599190284,0,0,0,0,0,55.5555555555557,28.5714285714287,0,0,0,0,0,0,0,0,0,0,0,0,0,27.7777777777778,0,0,0,0,0
"SNPconfirmed|RGI|Strict|EreA",0,0,0,0,0,0,0,0,11.3636363636364,0,0,0,0,0,0,0,0,0,30.3030303030304,0,0,0,0,0,0,0,3.08641975308642,0,0,0,0,0
"SNPconfirmed|RGI|Strict|EreA2",0,0,0,0,0,0,0,0,56.8181818181819,17.5438596491228,0,0,28.5714285714287,23.8095238095239,0,0,0,0,0,0,92.3076923076925,0,0,0,94.5945945945947,0,3.08641975308642,14.2857142857143,0,14.9253731343284,0,0
"SNPconfirmed|RGI|Strict|ErmB",0,0,0,0,0,0,0,0,0,35.0877192982457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNPconfirmed|RGI|Strict|ErmX",0,0,0,0,0,0,41.6666666666667,0,22.7272727272728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.3636363636364,0,0,40.0000000000001
"SNPconfirmed|RGI|Strict|Escherichia coli 16S rRNA (rrsB) mutation conferring resistance to spectinomycin",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.2580645161292,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNPconfirmed|RGI|Strict|Escherichia coli EF-Tu mutants conferring resistance to Pulvomycin",16.3934426229509,0,0,0,13.1578947368421,20.2429149797571,0,17.2413793103449,22.7272727272728,0,0,27.7777777777779,0,0,38.4615384615386,0,0,32.2580645161292,30.3030303030304,11.764705882353,0,18.1818181818182,0,0,0,10.2040816326531,21.6049382716049,14.2857142857143,0,29.8507462686567,0,0
"SNPconfirmed|RGI|Strict|Escherichia coli EF-Tu mutants conferring resistance to kirromycin",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.764705882353,0,0,0,0,0,0,0,0,0,0,0,0
"SNPconfirmed|RGI|Strict|Escherichia coli GlpT with mutation conferring resistance to fosfomycin",0,0,0,0,0,4.04858299595142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNPconfirmed|RGI|Strict|Escherichia coli acrA",0,0,0,0,0,149.797570850202,0,0,0,0,0,0,28.5714285714287,0,0,0,0,0,0,0,0,0,0,0,0,0,231.481481481482,0,0,0,0,0
"SNPconfirmed|RGI|Strict|Escherichia coli acrR with mutation conferring multidrug antibiotic resistance",0,0,0,0,0,194.331983805668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191.358024691358,0,0,0,0,0
"SNPconfirmed|RGI|Strict|Escherichia coli ampC beta-lactamase",0,0,0,0,0,275.303643724696,20.8333333333334,0,0,0,0,0,0,0,76.9230769230773,0,0,0,0,0,0,0,0,0,0,0,274.691358024691,0,0,14.9253731343284,0,0
"SNPconfirmed|RGI|Strict|Escherichia coli emrE",0,0,0,0,0,4.04858299595142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.17283950617284,0,0,0,0,0
"SNPconfirmed|RGI|Strict|Escherichia coli marR mutant conferring antibiotic resistance",0,0,0,0,0,72.8744939271255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111.111111111111,0,0,0,0,0
"SNPconfirmed|RGI|Strict|Escherichia coli mdfA",0,0,0,0,0,190.283400809717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.283950617284,0,11.3636363636364,0,0,0
"SNPconfirmed|RGI|Strict|Escherichia coli nfsA mutations conferring resistance to nitrofurantoin",0,0,0,0,0,48.582995951417,20.8333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.8641975308642,0,0,14.9253731343284,0,0
"SNPconfirmed|RGI|Strict|Escherichia coli soxR with mutation conferring antibiotic resistance",0,0,0,0,0,182.186234817814,41.6666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160.493827160494,0,0,0,0,40.0000000000001
"SNPconfirmed|RGI|Strict|Escherichia coli soxS with mutation conferring antibiotic resistance",0,0,0,0,0,85.0202429149798,10.4166666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.0740740740741,0,0,0,0,0
"SNPconfirmed|RGI|Strict|FOX-3",0,0,0,0,0,0,0,0,11.3636363636364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNPconfirmed|RGI|Strict|FosA2",0,0,0,0,0,8.09716599190284,0,0,0,35.0877192982457,0,0,0,0,0,0,0,0,0,0,46.1538461538462,36.3636363636364,0,0,0,0,0,0,0,0,0,0
"SNPconfirmed|RGI|Strict|H-NS",16.3934426229509,0,0,0,0,105.263157894737,0,0,0,0,15.625,83.3333333333336,28.5714285714287,0,0,0,0,0,0,0,0,0,0,0,40.5405405405406,0,132.716049382716,0,0,29.8507462686567,0,40.0000000000001
"SNPconfirmed|RGI|Strict|Klebsiella pneumoniae acrA",0,0,0,0,0,0,0,0,0,0,31.2500000000001,0,0,0,0,0,0,0,30.3030303030304,0,0,0,0,0,0,0,3.08641975308642,0,0,0,0,0
"SNPconfirmed|RGI|Strict|MIR-11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.08641975308642,0,0,0,0,0
"SNPconfirmed|RGI|Strict|MIR-13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
"SNPconfirmed|RGI|Strict|MIR-14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.3030303030304,0,0,0,0,0,0,0,0,0
"SNPconfirmed|RGI|Strict|MIR-15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.3030303030304,0,0,0,0,0,0,0,0,0
"SNPconfirmed|RGI|Strict|MIR-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.08641975308642,0,0,0,0,0
"SNPconfirmed|RGI|Strict|MIR-5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.08641975308642,0,0,0,0,0
"SNPconfirmed|RGI|Strict|MIR-8",0,0,27.7777777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNPconfirmed|RGI|Strict|MexB",16.3934426229509,0,0,0,0,12.1457489878543,0,0,0,0,0,0,0,0,0,0,0,96.7741935483875,0,0,0,18.1818181818182,0,0,0,0,12.3456790123457,0,0,14.9253731343284,0,0
"SNPconfirmed|RGI|Strict|MexC",0,0,0,35.7142857142858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNPconfirmed|RGI|Strict|MexD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.0000000000001,0
"SNPconfirmed|RGI|Strict|MexF",32.7868852459017,0,0,0,39.4736842105264,0,0,17.2413793103449,34.0909090909091,17.5438596491228,15.625,222.222222222223,0,0,0,0,0,32.2580645161292,0,0,0,36.3636363636364,0,0,13.5135135135135,0,0,0,0,59.7014925373135,60.0000000000001,0
"SNPconfirmed|RGI|Strict|MexI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.764705882353,30.7692307692308,0,0,0,0,0,0,0,0,7.46268656716418,0,0
"SNPconfirmed|RGI|Strict|MexK",0,0,0,0,92.1052631578949,0,0,0,0,0,62.5000000000001,55.5555555555557,0,0,0,0,0,96.7741935483875,0,0,0,18.1818181818182,0,0,0,0,0,0,0,7.46268656716418,20,0
"SNPconfirmed|RGI|Strict|MexT",0,0,0,0,13.1578947368421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNPconfirmed|RGI|Strict|Morganella morganii gyrB conferring resistance to fluoroquinolone",0,0,0,0,0,0,0,0,11.3636363636364,0,0,0,0,0,0,0,0,32.2580645161292,0,0,0,18.1818181818182,0,0,0,0,0,0,0,7.46268656716418,0,0
"SNPconfirmed|RGI|Strict|MuxC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.3636363636364,0,0,0
"SNPconfirmed|RGI|Strict|Mycobacterium avium 23S rRNA with mutation conferring resistance to clarithromycin",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.46268656716418,0,0
"SNPconfirmed|RGI|Strict|OCH-3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.7692307692308,0,0,0,0,0,0,0,0,0,0,0
"SNPconfirmed|RGI|Strict|OCH-5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.7692307692308,0,0,0,0,0,0,0,0,0,0,0
"SNPconfirmed|RGI|Strict|OXA-117",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0
"SNPconfirmed|RGI|Strict|OXA-12",0,0,0,0,39.4736842105264,0,0,0,0,0,15.625,27.7777777777779,0,0,0,0,0,0,0,0,0,36.3636363636364,0,0,0,0,0,57.1428571428572,0,7.46268656716418,0,0
"SNPconfirmed|RGI|Strict|OXA-178",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0
"SNPconfirmed|RGI|Strict|OXA-315",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0
"SNPconfirmed|RGI|Strict|OXA-365",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0
"SNPconfirmed|RGI|Strict|OXA-376",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.9253731343284,0,0
"SNPconfirmed|RGI|Strict|OXY-3-1",81.9672131147543,0,0,0,26.3157894736842,0,0,0,11.3636363636364,0,0,0,0,0,0,40.0000000000002,0,0,0,0,0,18.1818181818182,0,0,0,0,0,0,0,14.9253731343284,0,0
"SNPconfirmed|RGI|Strict|PmrF",0,0,0,0,0,0,0,0,0,0,46.8750000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.08641975308642,0,0,0,0,0
"SNPconfirmed|RGI|Strict|Pseudomonas aeruginosa CpxR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.2580645161292,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNPconfirmed|RGI|Strict|QnrB17",0,0,0,0,0,4.04858299595142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.08641975308642,0,0,0,0,0
"SNPconfirmed|RGI|Strict|QnrB18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.08641975308642,0,0,0,0,0
"SNPconfirmed|RGI|Strict|QnrB59",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.08641975308642,0,0,0,0,0
"SNPconfirmed|RGI|Strict|QnrB72",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.08641975308642,0,0,0,0,0
"SNPconfirmed|RGI|Strict|ROB-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129.032258064517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNPconfirmed|RGI|Strict|Rm3",0,0,0,0,0,0,0,0,0,0,0,27.7777777777779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNPconfirmed|RGI|Strict|SAT-2",0,0,0,0,0,0,0,0,0,0,31.2500000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNPconfirmed|RGI|Strict|SRT-1",0,0,0,0,0,0,0,0,0,0,15.625,0,0,0,0,0,0,0,0,0,15.3846153846154,0,0,0,0,0,0,0,0,0,0,0
"SNPconfirmed|RGI|Strict|SRT-2",0,0,0,0,0,0,0,0,0,0,15.625,0,0,0,0,0,0,0,0,0,15.3846153846154,0,0,0,0,0,0,0,0,0,0,0
"SNPconfirmed|RGI|Strict|Shigella flexneri chloramphenicol acetyltransferase",0,0,0,0,0,0,0,0,0,0,31.2500000000001,0,0,0,0,0,0,0,0,11.764705882353,61.5384615384616,0,0,0,0,10.2040816326531,0,0,0,0,20,0
"SNPconfirmed|RGI|Strict|TEM-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.3030303030304,0,0,0,0,0,0,0,6.17283950617284,0,0,0,0,0
"SNPconfirmed|RGI|Strict|TEM-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.3846153846154,0,0,0,0,0,0,0,0,0,0,0
"SNPconfirmed|RGI|Strict|TEM-101",16.3934426229509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.2580645161292,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0
"SNPconfirmed|RGI|Strict|TEM-102",32.7868852459017,0,0,0,0,0,31.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.1818181818182,30.3030303030304,0,27.0270270270271,20.4081632653061,3.08641975308642,0,0,0,0,0
"SNPconfirmed|RGI|Strict|TEM-104",0,0,27.7777777777778,0,0,0,20.8333333333334,17.2413793103449,0,0,0,0,0,0,0,0,0,0,0,0,15.3846153846154,0,0,0,27.0270270270271,0,0,0,22.7272727272728,7.46268656716418,20,20
"SNPconfirmed|RGI|Strict|TEM-105",0,0,27.7777777777778,0,0,0,0,0,0,17.5438596491228,46.8750000000001,0,0,0,0,0,0,0,0,47.0588235294118,15.3846153846154,0,0,0,13.5135135135135,20.4081632653061,0,0,11.3636363636364,0,0,0
"SNPconfirmed|RGI|Strict|TEM-108",0,0,0,0,13.1578947368421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.08641975308642,0,0,0,0,0
