"","FC.199A1in2_concatenated","FC.113A1in2_concatenated","FC.186A1in2_concatenated","FC.143A_concatenated","FC.172A1in2_concatenated","FC.177A1in2_concatenated","FC.112A1in2_concatenated","FC.161A1in2_concatenated","FC.162A_concatenated","FC.122A1in2_concatenated","FC.195A1in2_concatenated","FC.195A_concatenated","FC.134A_concatenated","FC.181A1in2_concatenated","FC.123A_concatenated","FC.133A_concatenated","FC.134A1in2_concatenated","FC.172A_concatenated","FC.181A_concatenated","FC.186A_concatenated","FC.123A1in2_concatenated","FC.162A1in2_concatenated","FC.142A1in2_concatenated","FC.143A1in2_concatenated","FC.161A_concatenated","FC.113A_concatenated","FC.177A_concatenated","FC.122A_concatenated","FC.133A1in2_concatenated","FC.199A_concatenated","FC.142A_concatenated","FC.112A_concatenated"
"SNPconfirmed|RGI|Strict|TEM-52",0,0,0,0,0,0,20.8333333333334,0,11.3636363636364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.2040816326531,0,0,0,0,0,0
"SNPconfirmed|RGI|Strict|TEM-53",0,0,0,17.8571428571429,0,0,0,0,0,0,0,0,0,0,0,0,32.2580645161292,0,0,11.764705882353,0,0,0,0,0,10.2040816326531,3.08641975308642,0,0,29.8507462686567,0,0
"SNPconfirmed|RGI|Strict|TEM-54",0,0,0,0,0,0,10.4166666666667,0,0,17.5438596491228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.2040816326531,6.17283950617284,0,0,22.3880597014926,0,0
"SNPconfirmed|RGI|Strict|TEM-55",16.3934426229509,0,0,0,13.1578947368421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.0000000000001,0,61.2244897959184,0,0,0,22.3880597014926,0,0
"SNPconfirmed|RGI|Strict|TEM-59",16.3934426229509,0,0,0,0,0,0,0,0,0,0,0,85.714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,6.17283950617284,0,11.3636363636364,0,20,0
"SNPconfirmed|RGI|Strict|TEM-6",0,76.9230769230772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNPconfirmed|RGI|Strict|TEM-63",16.3934426229509,0,0,35.7142857142858,0,8.09716599190284,0,0,11.3636363636364,0,0,0,0,0,0,0,0,0,30.3030303030304,0,0,0,0,0,0,0,9.25925925925926,0,0,7.46268656716418,0,0
"SNPconfirmed|RGI|Strict|TEM-67",0,0,0,0,0,0,10.4166666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.0909090909091,0,0,0
"SNPconfirmed|RGI|Strict|TEM-68",0,0,0,0,0,0,0,0,0,0,15.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.2857142857143,0,0,0,0
"SNPconfirmed|RGI|Strict|TEM-7",0,25.6410256410257,0,0,0,0,31.25,0,0,0,0,0,0,0,38.4615384615386,0,0,0,30.3030303030304,0,0,0,0,25.0000000000001,0,51.0204081632654,0,0,0,29.8507462686567,0,0
"SNPconfirmed|RGI|Strict|TEM-70",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.2857142857143,0,14.9253731343284,0,0
"SNPconfirmed|RGI|Strict|TEM-71",0,0,0,0,0,0,0,0,0,0,15.625,27.7777777777779,0,0,0,0,0,0,0,11.764705882353,0,0,0,0,0,10.2040816326531,0,0,0,0,0,0
"SNPconfirmed|RGI|Strict|TEM-72",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.1538461538462,0,0,0,0,0,0,0,0,0,0,0
"SNPconfirmed|RGI|Strict|TEM-75",0,0,0,0,13.1578947368421,0,0,0,56.8181818181819,0,0,0,0,0,38.4615384615386,0,32.2580645161292,0,0,0,61.5384615384616,18.1818181818182,0,0,27.0270270270271,0,3.08641975308642,0,0,0,0,0
"SNPconfirmed|RGI|Strict|TEM-76",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121.212121212122,0,0,0,0,0,34.0909090909091,0,0,0
"SNPconfirmed|RGI|Strict|TEM-78",0,0,0,0,26.3157894736842,0,10.4166666666667,0,0,0,0,0,0,0,0,0,32.2580645161292,0,0,23.5294117647059,0,18.1818181818182,0,0,0,30.6122448979592,0,0,11.3636363636364,22.3880597014926,40.0000000000001,0
"SNPconfirmed|RGI|Strict|TEM-79",0,0,0,35.7142857142858,0,0,10.4166666666667,0,0,0,15.625,0,0,0,0,0,0,0,30.3030303030304,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNPconfirmed|RGI|Strict|TEM-8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.4615384615386,0,0,0,0,0,30.7692307692308,0,0,0,0,0,0,28.5714285714286,0,0,0,0
"SNPconfirmed|RGI|Strict|TEM-80",0,0,0,0,39.4736842105264,0,10.4166666666667,17.2413793103449,0,0,0,0,0,0,0,0,0,0,30.3030303030304,0,0,0,0,0,27.0270270270271,0,0,14.2857142857143,0,0,0,0
"SNPconfirmed|RGI|Strict|TEM-81",0,0,0,0,13.1578947368421,0,0,0,0,0,0,0,0,0,0,0,0,0,30.3030303030304,0,0,0,60.6060606060608,0,0,40.8163265306123,0,0,0,7.46268656716418,0,0
"SNPconfirmed|RGI|Strict|TEM-82",0,0,13.8888888888889,0,0,12.1457489878543,0,0,0,35.0877192982457,0,0,0,0,0,0,0,0,0,0,15.3846153846154,0,0,0,13.5135135135135,0,3.08641975308642,0,0,0,0,0
"SNPconfirmed|RGI|Strict|TEM-83",32.7868852459017,25.6410256410257,0,0,0,0,52.0833333333334,0,0,0,0,0,0,23.8095238095239,0,0,0,0,30.3030303030304,11.764705882353,15.3846153846154,0,0,0,0,0,0,0,0,0,0,0
"SNPconfirmed|RGI|Strict|TEM-84",0,0,0,17.8571428571429,0,4.04858299595142,0,0,11.3636363636364,0,0,0,0,0,0,0,0,0,0,0,0,18.1818181818182,0,0,0,71.4285714285715,0,0,0,7.46268656716418,0,0
"SNPconfirmed|RGI|Strict|TEM-85",0,0,0,0,0,0,0,0,0,0,15.625,0,0,0,0,0,0,0,0,0,0,0,0,0,27.0270270270271,0,0,0,0,0,0,0
"SNPconfirmed|RGI|Strict|TEM-87",16.3934426229509,0,0,0,13.1578947368421,0,0,0,0,0,15.625,0,0,0,0,0,32.2580645161292,0,0,0,15.3846153846154,0,0,0,54.0540540540541,20.4081632653061,0,0,0,0,0,0
"SNPconfirmed|RGI|Strict|TEM-88",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0
"SNPconfirmed|RGI|Strict|TEM-89",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.3846153846154,0,0,0,0,0,0,0,0,0,0,0
"SNPconfirmed|RGI|Strict|TEM-90",0,0,0,0,0,0,0,51.7241379310346,11.3636363636364,35.0877192982457,15.625,27.7777777777779,0,0,0,0,0,0,30.3030303030304,0,15.3846153846154,0,0,0,13.5135135135135,71.4285714285715,0,0,0,7.46268656716418,0,0
"SNPconfirmed|RGI|Strict|TEM-91",0,0,0,0,13.1578947368421,0,0,0,0,0,15.625,0,0,0,0,0,0,0,0,0,0,0,0,0,13.5135135135135,0,0,0,0,0,0,0
"SNPconfirmed|RGI|Strict|TEM-92",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.2580645161292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNPconfirmed|RGI|Strict|TEM-93",0,0,0,0,0,0,10.4166666666667,0,0,0,46.8750000000001,0,0,0,0,0,0,0,30.3030303030304,0,0,0,0,0,0,0,0,0,11.3636363636364,0,80.0000000000002,0
"SNPconfirmed|RGI|Strict|TEM-94",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.7692307692308,0,0,0,0,0,6.17283950617284,0,22.7272727272728,0,0,0
"SNPconfirmed|RGI|Strict|TEM-96",16.3934426229509,0,0,35.7142857142858,0,8.09716599190284,0,0,0,0,0,0,0,23.8095238095239,0,0,32.2580645161292,0,0,0,0,0,0,0,0,10.2040816326531,3.08641975308642,0,0,0,0,0
"SNPconfirmed|RGI|Strict|TolC",32.7868852459017,0,0,0,0,206.477732793522,0,0,22.7272727272728,0,31.2500000000001,27.7777777777779,0,0,0,40.0000000000002,32.2580645161292,32.2580645161292,60.6060606060608,23.5294117647059,0,18.1818181818182,0,0,0,0,391.975308641975,14.2857142857143,0,67.1641791044777,0,0
"SNPconfirmed|RGI|Strict|TriA",0,0,0,0,13.1578947368421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNPconfirmed|RGI|Strict|aad(6)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.0000000000002,0,0,0,0,0,0,0,0,0,0,0,0,22.7272727272728,0,0,0
"SNPconfirmed|RGI|Strict|aadA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.3030303030304,0,0,0,0,0,0,0,0,14.2857142857143,0,0,0,0
"SNPconfirmed|RGI|Strict|aadA11",0,0,0,0,26.3157894736842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.5135135135135,0,0,0,0,0,0,0
"SNPconfirmed|RGI|Strict|aadA12",0,0,55.5555555555556,0,26.3157894736842,4.04858299595142,0,17.2413793103449,0,0,15.625,83.3333333333336,28.5714285714287,0,38.4615384615386,0,64.5161290322583,32.2580645161292,30.3030303030304,23.5294117647059,30.7692307692308,0,0,50.0000000000002,0,20.4081632653061,12.3456790123457,42.8571428571429,11.3636363636364,44.7761194029851,20,0
"SNPconfirmed|RGI|Strict|aadA13",16.3934426229509,0,0,0,0,0,0,0,11.3636363636364,0,0,0,0,0,0,0,0,0,30.3030303030304,0,0,0,0,0,0,0,0,0,45.4545454545455,7.46268656716418,0,0
"SNPconfirmed|RGI|Strict|aadA15",0,25.6410256410257,0,0,0,0,0,0,0,0,0,0,28.5714285714287,0,0,0,0,32.2580645161292,0,0,0,0,0,0,0,10.2040816326531,0,0,0,22.3880597014926,0,0
"SNPconfirmed|RGI|Strict|aadA17",32.7868852459017,51.2820512820514,0,17.8571428571429,0,16.1943319838057,41.6666666666667,0,34.0909090909091,0,0,27.7777777777779,0,23.8095238095239,76.9230769230773,0,32.2580645161292,32.2580645161292,30.3030303030304,0,76.923076923077,36.3636363636364,30.3030303030304,25.0000000000001,67.5675675675677,61.2244897959184,15.4320987654321,42.8571428571429,90.909090909091,44.7761194029851,20,0
"SNPconfirmed|RGI|Strict|aadA2",0,25.6410256410257,41.6666666666667,17.8571428571429,0,8.09716599190284,10.4166666666667,0,11.3636363636364,0,0,0,28.5714285714287,0,0,0,32.2580645161292,0,30.3030303030304,0,76.923076923077,0,0,0,0,10.2040816326531,0,0,0,0,20,20
"SNPconfirmed|RGI|Strict|aadA21",16.3934426229509,0,0,17.8571428571429,26.3157894736842,0,20.8333333333334,17.2413793103449,45.4545454545455,0,15.625,55.5555555555557,0,23.8095238095239,38.4615384615386,0,64.5161290322583,0,30.3030303030304,0,61.5384615384616,36.3636363636364,0,25.0000000000001,0,51.0204081632654,0,57.1428571428572,0,44.7761194029851,20,0
"SNPconfirmed|RGI|Strict|aadA22",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.2580645161292,0,0,0,0,0,0,0,0,0,0,0,22.7272727272728,0,20,0
"SNPconfirmed|RGI|Strict|aadA23",0,51.2820512820514,0,0,13.1578947368421,4.04858299595142,10.4166666666667,0,0,0,0,0,28.5714285714287,0,115.384615384616,0,0,0,0,0,0,18.1818181818182,0,0,40.5405405405406,10.2040816326531,6.17283950617284,57.1428571428572,0,7.46268656716418,20,0
"SNPconfirmed|RGI|Strict|aadA24",0,25.6410256410257,0,0,65.7894736842106,0,0,0,34.0909090909091,0,0,0,0,23.8095238095239,38.4615384615386,40.0000000000002,0,0,90.9090909090912,23.5294117647059,0,0,0,0,0,0,0,28.5714285714286,11.3636363636364,29.8507462686567,20,0
"SNPconfirmed|RGI|Strict|aadA25",16.3934426229509,0,0,0,0,0,20.8333333333334,17.2413793103449,0,0,0,0,28.5714285714287,0,0,0,96.7741935483875,0,30.3030303030304,35.2941176470589,123.076923076923,0,0,0,40.5405405405406,30.6122448979592,6.17283950617284,14.2857142857143,0,29.8507462686567,0,0
"SNPconfirmed|RGI|Strict|aadA3",49.1803278688526,0,0,0,13.1578947368421,4.04858299595142,0,17.2413793103449,11.3636363636364,0,0,0,0,47.6190476190478,0,0,32.2580645161292,0,0,0,0,0,0,25.0000000000001,54.0540540540541,30.6122448979592,0,28.5714285714286,22.7272727272728,29.8507462686567,40.0000000000001,0
"SNPconfirmed|RGI|Strict|aadA6/aadA10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.5135135135135,0,0,0,0,0,0,0
"SNPconfirmed|RGI|Strict|aadA8",0,0,0,0,0,0,41.6666666666667,0,0,0,0,27.7777777777779,28.5714285714287,23.8095238095239,115.384615384616,0,32.2580645161292,32.2580645161292,90.9090909090912,0,123.076923076923,0,0,0,13.5135135135135,0,0,14.2857142857143,90.909090909091,0,20,0
"SNPconfirmed|RGI|Strict|aadA9",65.5737704918034,51.2820512820514,0,0,26.3157894736842,0,0,0,34.0909090909091,0,46.8750000000001,55.5555555555557,0,0,0,0,0,0,0,11.764705882353,30.7692307692308,36.3636363636364,30.3030303030304,0,13.5135135135135,0,3.08641975308642,14.2857142857143,0,67.1641791044777,20,20
"SNPconfirmed|RGI|Strict|abeM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.08641975308642,0,0,0,0,0
"SNPconfirmed|RGI|Strict|abeS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.764705882353,0,0,0,0,0,0,0,0,0,0,0,0
"SNPconfirmed|RGI|Strict|acrB",163.934426229509,0,13.8888888888889,0,52.6315789473685,255.060728744939,0,17.2413793103449,56.8181818181819,70.1754385964914,31.2500000000001,83.3333333333336,57.1428571428573,0,0,0,0,0,0,70.5882352941178,0,54.5454545454547,60.6060606060608,0,27.0270270270271,0,339.506172839506,114.285714285714,0,283.582089552239,20,0
"SNPconfirmed|RGI|Strict|acrD",49.1803278688526,0,0,0,13.1578947368421,647.773279352227,20.8333333333334,0,11.3636363636364,0,0,0,0,0,0,0,0,32.2580645161292,0,0,0,0,0,0,0,0,1043.20987654321,0,0,37.3134328358209,40.0000000000001,80.0000000000002
"SNPconfirmed|RGI|Strict|adeB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.9253731343284,0,0
"SNPconfirmed|RGI|Strict|adeF",65.5737704918034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNPconfirmed|RGI|Strict|adeH",32.7868852459017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNPconfirmed|RGI|Strict|adeJ",32.7868852459017,0,0,0,0,0,0,0,45.4545454545455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.3134328358209,20,0
"SNPconfirmed|RGI|Strict|adeL",16.3934426229509,0,0,0,13.1578947368421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNPconfirmed|RGI|Strict|arnA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.5161290322583,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNPconfirmed|RGI|Strict|bacA",0,0,0,0,0,129.554655870445,62.5000000000001,0,22.7272727272728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200.617283950617,0,0,0,0,40.0000000000001
"SNPconfirmed|RGI|Strict|baeR",0,0,13.8888888888889,0,0,251.012145748988,0,0,0,17.5438596491228,15.625,55.5555555555557,0,0,0,0,0,0,0,0,0,18.1818181818182,0,0,0,10.2040816326531,262.345679012346,0,0,22.3880597014926,0,0
"SNPconfirmed|RGI|Strict|baeS",0,0,0,0,26.3157894736842,145.748987854251,72.9166666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.4081632653061,157.407407407407,0,0,29.8507462686567,20,0
"SNPconfirmed|RGI|Strict|catI",0,0,0,0,0,0,0,0,0,0,0,0,28.5714285714287,0,0,40.0000000000002,0,0,0,0,0,0,0,0,0,0,0,28.5714285714286,0,0,0,0
"SNPconfirmed|RGI|Strict|cmx",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.0270270270271,0,0,0,45.4545454545455,0,0,0
"SNPconfirmed|RGI|Strict|cphA2",0,0,0,0,0,0,0,0,11.3636363636364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.9253731343284,0,0
"SNPconfirmed|RGI|Strict|cphA4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.2857142857143,0,0,0,0
"SNPconfirmed|RGI|Strict|cphA7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.2857142857143,0,0,0,0
"SNPconfirmed|RGI|Strict|cphA8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.2857142857143,0,0,0,0
"SNPconfirmed|RGI|Strict|cpxA",16.3934426229509,0,0,0,0,639.676113360324,0,0,0,17.5438596491228,0,27.7777777777779,28.5714285714287,0,0,0,64.5161290322583,0,0,0,30.7692307692308,0,0,0,0,0,750,0,68.1818181818183,37.3134328358209,0,120
"SNPconfirmed|RGI|Strict|dfrA19",32.7868852459017,51.2820512820514,0,71.4285714285716,13.1578947368421,8.09716599190284,62.5000000000001,0,0,35.0877192982457,0,0,57.1428571428573,95.2380952380955,76.9230769230773,80.0000000000004,0,0,60.6060606060608,23.5294117647059,92.3076923076925,0,60.6060606060608,50.0000000000002,108.108108108108,20.4081632653061,6.17283950617284,0,45.4545454545455,0,0,40.0000000000001
"SNPconfirmed|RGI|Strict|efrB",0,0,0,0,39.4736842105264,0,0,0,0,0,0,0,0,0,0,0,32.2580645161292,161.290322580646,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNPconfirmed|RGI|Strict|emeA",49.1803278688526,0,0,0,26.3157894736842,8.09716599190284,0,0,0,0,0,0,0,0,0,0,0,161.290322580646,0,11.764705882353,0,18.1818181818182,0,0,0,0,33.9506172839506,0,0,0,0,0
"SNPconfirmed|RGI|Strict|emrA",0,0,0,35.7142857142858,0,380.566801619433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.0270270270271,0,580.246913580247,0,0,37.3134328358209,0,0
"SNPconfirmed|RGI|Strict|emrB",16.3934426229509,0,13.8888888888889,0,13.1578947368421,287.449392712551,0,0,45.4545454545455,0,0,111.111111111111,0,0,0,0,0,32.2580645161292,0,0,0,0,0,0,0,0,274.691358024691,14.2857142857143,0,59.7014925373135,0,0
"SNPconfirmed|RGI|Strict|emrK",0,0,0,0,0,190.283400809717,20.8333333333334,0,0,0,0,0,28.5714285714287,0,0,0,0,0,0,0,0,0,0,0,0,0,268.518518518519,0,0,0,0,0
"SNPconfirmed|RGI|Strict|emrR",0,0,13.8888888888889,0,0,246.963562753037,0,0,0,0,0,0,0,0,0,0,0,32.2580645161292,0,0,0,0,0,0,0,0,216.049382716049,0,0,0,0,0
"SNPconfirmed|RGI|Strict|emrY",0,0,0,0,0,129.554655870445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200.617283950617,0,0,0,20,0
"SNPconfirmed|RGI|Strict|evgA",0,0,0,0,0,174.089068825911,20.8333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111.111111111111,0,0,14.9253731343284,0,0
"SNPconfirmed|RGI|Strict|evgS",0,0,0,71.4285714285716,0,437.246963562753,83.3333333333334,34.4827586206897,22.7272727272728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.4081632653061,447.530864197531,0,0,29.8507462686567,0,80.0000000000002
"SNPconfirmed|RGI|Strict|floR",0,0,0,0,0,0,0,0,0,0,0,0,85.714285714286,47.6190476190478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNPconfirmed|RGI|Strict|gadW",0,0,0,0,0,36.4372469635628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.0740740740741,0,0,0,0,0
"SNPconfirmed|RGI|Strict|gadX",0,0,0,0,0,20.2429149797571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.037037037037,0,0,7.46268656716418,0,0
"SNPconfirmed|RGI|Strict|imiH",0,0,0,0,0,0,0,0,11.3636363636364,17.5438596491228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.2857142857143,0,0,0,0
"SNPconfirmed|RGI|Strict|imiS",0,0,0,0,0,0,0,0,0,17.5438596491228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.2857142857143,0,0,0,0
"SNPconfirmed|RGI|Strict|lmrD",98.3606557377051,282.051282051283,152.777777777778,0,210.526315789474,0,0,155.172413793104,102.272727272727,157.894736842106,0,250.000000000001,0,0,0,0,0,1322.5806451613,212.121212121213,129.411764705883,0,181.818181818182,0,0,40.5405405405406,40.8163265306123,0,28.5714285714286,0,7.46268656716418,40.0000000000001,0
"SNPconfirmed|RGI|Strict|lnuA",0,18948.717948718,13097.2222222222,0,0,8.09716599190284,0,0,0,0,218.75,277.777777777779,0,0,0,360.000000000002,0,32.2580645161292,60.6060606060608,14529.4117647059,0,36.3636363636364,60.6060606060608,0,0,13214.2857142857,0,0,681.818181818183,0,0,0
"SNPconfirmed|RGI|Strict|lnuE",0,25.6410256410257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.764705882353,0,0,0,0,0,10.2040816326531,0,0,0,0,0,0
"SNPconfirmed|RGI|Strict|lsaA",0,0,0,0,0,40.4858299595142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.1234567901235,0,0,0,0,0
"SNPconfirmed|RGI|Strict|marA",0,0,0,0,0,85.0202429149798,20.8333333333334,0,0,0,0,0,0,0,0,80.0000000000004,0,0,0,0,0,0,0,0,0,0,108.024691358025,0,0,0,0,0
"SNPconfirmed|RGI|Strict|mdtA",0,0,0,0,0,214.574898785425,62.5000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222.222222222222,0,0,0,120,0
"SNPconfirmed|RGI|Strict|mdtB",98.3606557377051,0,0,0,131.578947368421,781.376518218624,20.8333333333334,0,45.4545454545455,0,31.2500000000001,0,28.5714285714287,0,0,0,32.2580645161292,129.032258064517,0,58.8235294117648,0,109.090909090909,0,0,0,0,870.37037037037,28.5714285714286,0,171.641791044776,20,0
"SNPconfirmed|RGI|Strict|mdtC",32.7868852459017,0,0,0,0,368.421052631579,0,0,45.4545454545455,0,31.2500000000001,0,28.5714285714287,0,0,0,0,0,0,0,0,0,0,0,27.0270270270271,0,570.987654320988,0,0,44.7761194029851,80.0000000000002,0
"SNPconfirmed|RGI|Strict|mdtE",0,0,0,0,0,368.421052631579,20.8333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.4081632653061,666.666666666667,0,0,14.9253731343284,0,0
"SNPconfirmed|RGI|Strict|mdtF",0,0,0,0,0,789.473684210527,62.5000000000001,0,22.7272727272728,0,93.7500000000002,0,0,0,76.9230769230773,0,64.5161290322583,0,0,0,61.5384615384616,0,0,0,0,20.4081632653061,993.827160493827,28.5714285714286,0,59.7014925373135,0,0
"SNPconfirmed|RGI|Strict|mdtG",0,0,0,0,0,178.137651821862,83.3333333333334,0,0,0,0,0,0,0,0,0,0,0,0,11.764705882353,0,0,0,0,0,0,290.123456790123,0,0,0,0,0
"SNPconfirmed|RGI|Strict|mdtH",0,0,0,0,0,198.380566801619,31.25,0,22.7272727272728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277.777777777778,0,0,14.9253731343284,0,0
"SNPconfirmed|RGI|Strict|mdtM",0,0,0,0,0,113.36032388664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.6060606060608,0,0,40.8163265306123,317.901234567901,0,0,0,0,0
"SNPconfirmed|RGI|Strict|mdtN",0,0,27.7777777777778,17.8571428571429,26.3157894736842,129.554655870445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.4081632653061,231.481481481482,57.1428571428572,0,14.9253731343284,0,0
"SNPconfirmed|RGI|Strict|mdtO",0,0,0,0,0,16.1943319838057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.6913580246914,0,0,0,0,0
"SNPconfirmed|RGI|Strict|mdtP",0,0,0,0,0,8.09716599190284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNPconfirmed|RGI|Strict|mefA",0,0,13.8888888888889,0,0,0,10.4166666666667,0,0,0,0,0,57.1428571428573,0,0,0,0,0,0,23.5294117647059,0,0,0,0,0,0,0,0,0,0,0,0
"SNPconfirmed|RGI|Strict|mel",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.4081632653061,0,28.5714285714286,0,0,0,40.0000000000001
"SNPconfirmed|RGI|Strict|mphD",0,51.2820512820514,0,0,0,0,52.0833333333334,0,0,0,0,0,0,0,0,0,64.5161290322583,0,0,0,0,0,0,0,0,0,0,0,22.7272727272728,0,0,0
"SNPconfirmed|RGI|Strict|msbA",32.7868852459017,0,0,0,13.1578947368421,0,0,0,11.3636363636364,0,0,0,0,0,0,0,0,0,0,0,0,18.1818181818182,0,0,0,0,3.08641975308642,0,0,7.46268656716418,0,0
"SNPconfirmed|RGI|Strict|msrA",0,0,0,0,0,0,0,0,22.7272727272728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNPconfirmed|RGI|Strict|msrC",0,0,0,0,0,8.09716599190284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.5185185185185,0,0,0,0,0
"SNPconfirmed|RGI|Strict|msrE",0,76.9230769230772,41.6666666666667,0,0,8.09716599190284,135.416666666667,0,0,0,0,0,114.285714285715,23.8095238095239,0,0,0,0,0,23.5294117647059,0,0,0,0,0,0,0,0,0,14.9253731343284,0,40.0000000000001
"SNPconfirmed|RGI|Strict|norB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.2580645161292,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNPconfirmed|RGI|Strict|oqxB",163.934426229509,0,13.8888888888889,35.7142857142858,0,0,0,0,102.272727272727,35.0877192982457,125,222.222222222223,85.714285714286,0,76.9230769230773,80.0000000000004,0,0,0,58.8235294117648,0,0,0,0,13.5135135135135,10.2040816326531,6.17283950617284,128.571428571429,22.7272727272728,111.940298507463,0,0
"SNPconfirmed|RGI|Strict|patA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.25925925925926,0,0,0,0,0
